[ 1.93466e-06 ,20 ],
[ -1.44529e-05 ,30 ],
[ -0.000182502 ,40 ],
[ -8.95054e-05 ,50 ],
[ -0.000141691 ,60 ],
[ 2.89069e-06 ,70 ],
[ -1.70914e-05 ,80 ],
[ 5.19304e-07 ,90 ],
[ -1.89243e-07 ,100 ],
[ 1.78285e-05 ,110 ],
[ -4.31175e-05 ,120 ],
[ -8.74645e-05 ,130 ],
[ -3.99905e-05 ,140 ],
[ -8.95246e-05 ,150 ],
[ -1.92126e-06 ,160 ],
[ -6.21881e-05 ,170 ],
[ -8.89223e-05 ,180 ],
[ -0.000100246 ,190 ],
[ -8.07881e-05 ,200 ],
[ 1.12376e-07 ,210 ],
[ -0.00012966 ,220 ],
[ -2.4775e-05 ,230 ],
[ -4.45125e-05 ,240 ],
[ 1.67106e-06 ,250 ],
[ -5.54533e-05 ,260 ],
[ 5.04394e-05 ,270 ],
[ -3.83706e-05 ,280 ],
[ -1.94638e-05 ,290 ],
[ -2.06853e-05 ,300 ],
[ -3.23681e-05 ,310 ],
[ -3.76983e-05 ,320 ],
[ -2.12591e-05 ,330 ],
[ -2.03324e-05 ,340 ],
[ 2.10158e-07 ,350 ],
[ -2.21828e-05 ,360 ],
[ -4.06992e-07 ,370 ],
[ 4.24127e-05 ,380 ],
[ -2.36797e-05 ,390 ],
[ -1.83925e-06 ,400 ],
[ -2.12959e-05 ,410 ],
[ -1.27007e-05 ,420 ],
[ -2.89259e-07 ,430 ],
[ 2.34216e-05 ,440 ],
[ -1.92271e-05 ,450 ],
[ 1.47035e-06 ,460 ],
[ 1.22759e-06 ,470 ],
[ 7.6726e-07 ,480 ],
[ 2.49723e-07 ,490 ],
[ -1.89918e-07 ,500 ],
[ -4.42667e-07 ,510 ],
[ -4.56158e-07 ,520 ],
[ -0.00011284 ,530 ],
[ -5.25203e-09 ,540 ],
[ -2.89512e-05 ,550 ],
[ 2.85032e-07 ,560 ],
[ -3.31339e-05 ,570 ],
[ -3.04446e-07 ,580 ],
[ -4.27042e-05 ,590 ],
[ 8.98615e-08 ,600 ],
[ -1.72903e-06 ,610 ],
[ -4.22284e-05 ,620 ],
[ -3.36562e-05 ,630 ],
[ 2.16169e-05 ,640 ],
[ 5.07832e-08 ,650 ],
[ -4.70005e-05 ,660 ],
[ -4.76482e-05 ,670 ],
[ 4.11694e-05 ,680 ],
[ 4.94958e-05 ,690 ],
[ 4.2636e-05 ,700 ],
[ 8.79103e-05 ,710 ],
[ -1.62494e-07 ,720 ],
[ -4.48384e-07 ,730 ],
[ 5.03985e-07 ,740 ],
[ 6.01312e-05 ,750 ],
[ 2.17401e-05 ,760 ],
[ 0.000109602 ,770 ],
[ 4.60902e-05 ,780 ],
[ 4.77762e-05 ,790 ],
[ 6.75491e-07 ,800 ],
[ 3.99972e-05 ,810 ],
[ -2.28222e-07 ,820 ],
[ 7.80651e-05 ,830 ],
[ 8.18683e-05 ,840 ],
[ 2.31649e-05 ,850 ],
[ 6.19721e-05 ,860 ],
[ 5.76642e-05 ,870 ],
[ 0.000108105 ,880 ],
[ 4.72835e-07 ,890 ],
[ 3.82236e-05 ,900 ],
[ -6.65735e-05 ,910 ],
[ 5.82253e-05 ,920 ],
[ 4.29681e-05 ,930 ],
[ 6.56323e-05 ,940 ],
[ 6.31069e-05 ,950 ],
[ 1.68618e-05 ,960 ],
[ 4.5654e-05 ,970 ],
[ 3.63304e-05 ,980 ],
[ 1.45859e-06 ,990 ],
[ -2.8815e-07 ,1000 ],
[ -7.89256e-05 ,1010 ],
[ -3.692e-05 ,1020 ],
[ 3.62492e-07 ,1030 ],
[ 1.92676e-05 ,1040 ],
[ -2.46271e-05 ,1050 ],
[ 0.000120946 ,1060 ],
[ 0.000100604 ,1070 ],
[ -7.54423e-06 ,1080 ],
[ -1.97646e-06 ,1090 ],
[ 7.10219e-08 ,1100 ],
[ 4.37072e-06 ,1110 ],
[ 3.78681e-05 ,1120 ],
[ -5.00777e-05 ,1130 ],
[ -5.09603e-05 ,1140 ],
[ -7.67064e-07 ,1150 ],
[ -1.90719e-05 ,1160 ],
[ -3.77477e-05 ,1170 ],
[ 1.69724e-06 ,1180 ],
[ -0.000125384 ,1190 ],
[ -5.38749e-05 ,1200 ],
[ 4.76798e-05 ,1210 ],
[ -5.74327e-05 ,1220 ],
[ 9.16303e-06 ,1230 ],
[ -2.00728e-05 ,1240 ],
[ -5.00354e-05 ,1250 ],
[ -8.25922e-05 ,1260 ],
[ -8.11915e-07 ,1270 ],
[ -2.03081e-05 ,1280 ],
[ -3.96863e-05 ,1290 ],
[ 6.6476e-07 ,1300 ],
[ -3.77379e-05 ,1310 ],
[ -6.14211e-05 ,1320 ],
[ 1.67941e-06 ,1330 ],
[ -6.97177e-05 ,1340 ],
[ -2.25284e-07 ,1350 ],
[ -4.54776e-05 ,1360 ],
[ -4.16082e-05 ,1370 ],
[ 1.97543e-05 ,1380 ],
[ -4.24231e-05 ,1390 ],
[ -4.25418e-05 ,1400 ],
[ -1.22965e-07 ,1410 ],
[ -4.16379e-05 ,1420 ],
[ -4.54271e-07 ,1430 ],
[ -0.000102301 ,1440 ],
[ -2.37412e-05 ,1450 ],
[ -4.48006e-05 ,1460 ],
[ -4.51674e-05 ,1470 ],
[ -2.11574e-05 ,1480 ],
[ 3.22276e-07 ,1490 ],
[ 4.58073e-05 ,1500 ],
[ -4.09958e-05 ,1510 ],
[ 2.72667e-05 ,1520 ],
[ 2.45013e-06 ,1530 ],
[ 2.11853e-06 ,1540 ],
[ -4.23646e-05 ,1550 ],
[ -6.30304e-05 ,1560 ],
[ -8.06059e-07 ,1570 ],
[ -1.09519e-06 ,1580 ],
[ -1.52375e-06 ,1590 ],
[ -2.79822e-06 ,1600 ],
[ 4.09045e-05 ,1610 ],
[ 8.59445e-07 ,1620 ],
[ 1.55715e-06 ,1630 ],
[ -3.99772e-05 ,1640 ],
[ 2.2153e-05 ,1650 ],
[ 2.15204e-05 ,1660 ],
[ 2.21375e-05 ,1670 ],
[ 2.11884e-05 ,1680 ],
[ 4.14881e-05 ,1690 ],
[ -1.48763e-06 ,1700 ],
[ 1.80637e-05 ,1710 ],
