[ -3337.21 ,128.956 ],
[ -3326.98 ,167.255 ],
[ -3316.98 ,218.242 ],
[ -3306.69 ,261.962 ],
[ -3296.54 ,289.661 ],
[ -3286.58 ,327.951 ],
[ -3276.55 ,372.165 ],
[ -3266.41 ,412.025 ],
[ -3256.18 ,446.903 ],
[ -3246.21 ,476.333 ],
[ -3236.28 ,516.318 ],
[ -3226 ,559.041 ],
[ -3215.81 ,588.4 ],
[ -3205.84 ,629.212 ],
[ -3195.77 ,665.129 ],
[ -3185.62 ,694.523 ],
[ -3175.57 ,722.965 ],
[ -3165.5 ,751.372 ],
[ -3155.41 ,789.207 ],
[ -3145.35 ,801.836 ],
[ -3135.25 ,819.372 ],
[ -3125.19 ,836.611 ],
[ -3115.13 ,862.186 ],
[ -3105.03 ,843.057 ],
[ -3095 ,857.611 ],
[ -3084.88 ,866.202 ],
[ -3074.82 ,893.984 ],
[ -3064.73 ,888.551 ],
[ -3054.67 ,933.131 ],
[ -3044.6 ,965.436 ],
[ -3034.52 ,971.523 ],
[ -3024.53 ,1027.53 ],
[ -3014.42 ,1052.93 ],
[ -3004.31 ,1066.9 ],
[ -2994.26 ,1106.6 ],
[ -2984.14 ,1147.43 ],
[ -2974.1 ,1152.02 ],
[ -2964.02 ,1198.81 ],
[ -2954.02 ,1250.06 ],
