[ -30024.4 ,191.088 ],
[ -29869.4 ,218.227 ],
[ -29721.8 ,318.132 ],
[ -29577.8 ,406.272 ],
[ -29427.6 ,487.932 ],
[ -29273.3 ,514.939 ],
[ -29122.2 ,560.689 ],
[ -28974.7 ,669.204 ],
[ -28825.4 ,741.094 ],
[ -28670.3 ,754.919 ],
[ -28518.1 ,776.489 ],
[ -28369.3 ,852.518 ],
[ -28219.3 ,913.076 ],
[ -28068 ,939.386 ],
[ -27916.1 ,935.225 ],
[ -27765 ,959.615 ],
[ -27614.6 ,990.44 ],
[ -27463.3 ,1002.13 ],
[ -27312 ,1029.7 ],
[ -27161.2 ,1077.79 ],
[ -27010 ,1125.89 ],
[ -26859 ,1174.39 ],
[ -26708.3 ,1232.12 ],
[ -26556.8 ,1276.82 ],
[ -26406.1 ,1335.33 ],
