[ -10447.5 ,189.971 ],
[ -10395 ,251.517 ],
[ -10342.2 ,288.424 ],
[ -10289.9 ,346.138 ],
[ -10240.8 ,409.142 ],
[ -10192.7 ,504.735 ],
[ -10143.2 ,588.783 ],
[ -10092 ,642.166 ],
[ -10041 ,673.529 ],
[ -9990.29 ,717.714 ],
[ -9939.71 ,765.122 ],
[ -9889.28 ,804.066 ],
[ -9839.05 ,846.273 ],
[ -9788.93 ,893.881 ],
[ -9738.56 ,930.59 ],
[ -9688.12 ,945.706 ],
[ -9637.7 ,951.686 ],
[ -9587.14 ,952.516 ],
[ -9536.73 ,980.791 ],
[ -9486.11 ,1003.17 ],
[ -9435.93 ,1062.83 ],
[ -9385.52 ,1106.03 ],
[ -9335.27 ,1150.7 ],
[ -9285.04 ,1208.83 ],
