[ -5131.94 ,143.972 ],
[ -5116.22 ,179.148 ],
[ -5100.61 ,223.602 ],
[ -5086.02 ,280.137 ],
[ -5069.99 ,303.705 ],
[ -5055.53 ,360.061 ],
[ -5039.78 ,378.933 ],
[ -5025.54 ,431.531 ],
[ -5009.83 ,450.993 ],
[ -4995.09 ,495.263 ],
[ -4979.57 ,518.102 ],
[ -4964.68 ,569.643 ],
[ -4949.64 ,594.299 ],
[ -4934.51 ,633.741 ],
[ -4919.4 ,663.636 ],
[ -4904.3 ,698.544 ],
[ -4889.22 ,736.355 ],
[ -4874.04 ,754.352 ],
[ -4858.96 ,787.058 ],
[ -4843.84 ,804.816 ],
[ -4828.74 ,846.884 ],
[ -4813.59 ,857.844 ],
[ -4798.48 ,879.983 ],
[ -4783.38 ,884.176 ],
[ -4768.26 ,898.552 ],
[ -4753.12 ,888.098 ],
[ -4738.08 ,896.719 ],
[ -4722.84 ,888.446 ],
[ -4707.84 ,930.459 ],
[ -4692.75 ,958.321 ],
[ -4677.57 ,992.929 ],
[ -4662.46 ,1008.14 ],
[ -4647.35 ,1042.44 ],
[ -4632.31 ,1072.27 ],
[ -4617.23 ,1092.14 ],
[ -4602.01 ,1105.94 ],
[ -4587.04 ,1166.34 ],
[ -4571.75 ,1165.66 ],
[ -4556.8 ,1219.97 ],
