[ -7477.63 ,174.637 ],
[ -7439.07 ,205.403 ],
[ -7403.92 ,274.017 ],
[ -7370.19 ,369.222 ],
[ -7334.01 ,407.815 ],
[ -7298.63 ,463.911 ],
[ -7264.02 ,530.668 ],
[ -7228.49 ,596.663 ],
[ -7193.18 ,647.637 ],
[ -7157.69 ,687.659 ],
[ -7122.7 ,753.74 ],
[ -7087.56 ,799.627 ],
[ -7052.2 ,833.577 ],
[ -7016.87 ,866.268 ],
[ -6981.68 ,904.65 ],
[ -6946.37 ,902.478 ],
[ -6911.07 ,919.985 ],
[ -6875.82 ,933.4 ],
[ -6840.54 ,961.042 ],
[ -6805.29 ,1004.01 ],
[ -6769.98 ,1040.46 ],
[ -6734.74 ,1093.63 ],
[ -6699.46 ,1131.99 ],
[ -6664.22 ,1174.59 ],
