[ -14113.7 ,194.664 ],
[ -14043.5 ,269.779 ],
[ -13971.8 ,347.677 ],
[ -13900.7 ,417.998 ],
[ -13830.2 ,486.322 ],
[ -13760.3 ,554.13 ],
[ -13689.9 ,621.067 ],
[ -13619.3 ,684.613 ],
[ -13547.6 ,737.21 ],
[ -13476.2 ,767.625 ],
[ -13405.6 ,811.983 ],
[ -13334.8 ,847.519 ],
[ -13264 ,880.874 ],
[ -13193.4 ,910.031 ],
[ -13122.8 ,919.785 ],
[ -13052.1 ,928.272 ],
[ -12981.4 ,941.544 ],
[ -12911 ,964.48 ],
[ -12840.7 ,1005.55 ],
[ -12770.4 ,1055.83 ],
[ -12699.8 ,1101.22 ],
[ -12629.5 ,1162.68 ],
[ -12558.8 ,1204.35 ],
[ -12488.4 ,1261.17 ],
