[ -18549.7 ,195.464 ],
[ -18430.5 ,278.67 ],
[ -18305.7 ,362.892 ],
[ -18183.4 ,426.585 ],
[ -18061.6 ,509.926 ],
[ -17940.8 ,567.441 ],
[ -17819.7 ,629.458 ],
[ -17699.6 ,733.411 ],
[ -17580.4 ,828.008 ],
[ -17460 ,884.727 ],
[ -17338.6 ,913.853 ],
[ -17217.2 ,929.497 ],
[ -17096.5 ,958.793 ],
[ -16975.9 ,992.561 ],
[ -16855.1 ,1032.39 ],
[ -16734.6 ,1094.53 ],
[ -16613.4 ,1150.42 ],
[ -16492.8 ,1220.92 ],
[ -16372.2 ,1302.49 ],
[ -16251 ,1352.97 ],
[ -16130.1 ,1418.83 ],
[ -16009.3 ,1490.43 ],

